연도,구분,업체명,소재지,매칭_행정구역,X좌표,Y좌표,인구[명],교통량(AADT),숙박업소(관광지수),상권밀집도(비율)
2015,휴업,(주)유림에너지 대기주유소,대구광역시 북구 팔달로41 (노원동3가),대구광역시 북구 노원동,128.5549696,35.89122744,10688,156089,10,691.24
2015,폐업,㈜소모석유 상무제일주유소,광주광역시 서구 상무시민로142 (치평동),광주광역시 서구 치평동,126.8544772,35.15521746,29447,101257,59,199.41
2015,휴업,활주로주유소,전라남도 나주시 산남로141 (산포면),전라남도 나주시 산포면,126.8285203,35.04573527,2762,37168,0,212.53
2015,휴업,팔공산한마음주유소,대구광역시 동구 팔공산로283 (덕곡동),대구광역시 동구 공산동,128.6163961,35.99142931,20734,32970,26,71.81
2015,휴업,태양주유소,부산광역시 부산진구 성지로60 (연지동),부산광역시 부산진구 연지동,129.0549372,35.17599936,25096,74754,2,51.56
2015,휴업,몽촌주유소,서울특별시 송파구 백제고분로475 (방이동),서울특별시 송파구 방이2동,127.1134762,37.51302036,25888,239718,33,189.05
2015,폐업,쇄노재주유소,전남 해남군 북평면 백도로 531,전라남도 해남군 북평면,126.6552575,34.44718189,2472,2981,2,133.9
2015,휴업,삽교호주유소,충청남도 당진시 삽교천길88,충청남도 당진시 신평면,126.8246872,36.88683882,15418,20385,14,130.37
2015,휴업,드림(하나)주유소,경기도 고양시 일산서구 덕이로36 (덕이동),경기도 고양시 일산서구 덕이동,126.7553964,37.68989564,29655,44808,0,108.85
2015,휴업,남광석유판매㈜ 직영 중동주유소,경상남도 창원시 의창구 의안로27번길 19 (중동),경상남도 창원시 의창구 의창동,128.6217934,35.26386447,48601,47689,2,84.07
2015,휴업,광남주유소,부산광역시 수영구 광남로83 (광안동),부산광역시 수영구 광안2동,129.113659,35.14968885,18085,48622,56,117.94
2015,휴업,남부안농민회주유소,전북 부안군 보안면 청자로 1518,전북특별자치도 부안군 보안면,126.6545413,35.61052194,2206,3683,0,215.78
2015,휴업,청산주유소,충청북도 옥천군 지전길8 (청산면),충청북도 옥천군 청산면,127.7958722,36.34401095,2782,1714,2,159.24
2015,휴업,종합주유소,울산광역시 중구 북부순환도로784 (남외동),울산광역시 중구 병영1동,129.3398031,35.5747758,20501,6121,4,81.26
2015,휴업,세화주유소,경상북도 경주시 금성로336 (서부동),경상북도 경주시 황오동,129.207215,35.84757648,5937,25475,155,283.48
2015,휴업,SK네트웍스㈜ 옥천주유소,강원도 강릉시 율곡로2846 (옥천동),강원특별자치도 강릉시 옥천동,128.897388,37.75805059,3236,23469,52,514.83
2015,폐업,세화주유소,경상북도 경주시 금성로336 (서부동),경상북도 경주시 황오동,129.207215,35.84757648,5937,25475,155,283.48
2015,폐업,해피데이주유소,광주광역시 서구 풍서우로94 (매월동),광주광역시 서구 금호2동,126.8514514,35.12558936,27022,39702,3,67.17
2015,휴업,우리동네주유소,전라남도 광양시 제철로137 (광양읍),전라남도 광양시 광양읍,127.6088015,34.95290669,46552,7937,39,133.64
2015,폐업,만남의주유소,전라북도 군산시 월명로59 (옥산면),전북특별자치도 군산시 옥산면,126.7152471,35.94913198,4243,13290,0,91.44
2015,휴업,중앙주유소,충청북도 단양군 단양로 2727 (매포읍),충청북도 단양군 매포읍,128.2702394,37.08286169,4753,13624,3,223.65
2015,휴업,항만주유소,경기도 평택시 서동대로524 (포승읍,경기도 평택시 포승읍,126.875564,36.94522393,29369,19567,25,115.09
2015,폐업,고려주유소,대전광역시 중구 문화로210 (문화동),대전광역시 중구 문화1동,127.4082406,36.31543847,20512,40913,6,61.28
2015,휴업,열가재제3주유소,전라남도 보성군 녹색로4754 (조성면),전라남도 보성군 조성면,127.2674977,34.83011189,3330,22092,4,112.61
2015,휴업,공주대주유소,충청남도 공주시 무령로435 (신관동),충청남도 공주시 신관동,127.1408063,36.46553467,23096,16008,36,140.15
2015,폐업,강변주유소,경상북도 경주시 알천북로281 (동천동),경상북도 경주시 동천동,129.228664,35.84611585,21863,25475,14,140.92
2015,휴업,오성주유소,경상북도 구미시 구미중앙로352-48 (신평동,경상북도 구미시 신평1동,128.3613864,36.11574627,4620,81863,2,220.13
2015,휴업,만땅주유소,경기도 동두천시 강변로290 (지행동),경기도 동두천시 송내동,127.0459883,37.89664687,24483,12031,4,95
2015,폐업,중앙주유소,경기도 수원시 권선구 권광로119 (권선동),경기도 수원시 권선구 권선1동,127.0302123,37.2586116,24678,30954,24,135.3
2015,휴업,연세석유안성동아대셀프주유소,경기도 안성시 서동대로6351 (삼죽면),경기도 안성시 삼죽면,127.367311,37.05915615,5152,4913,4,141.89
2015,휴업,효재주유소,경기도 안양시 동안구 관악대로305 (관양동),경기도 안양시 동안구 관양동,126.9567942,37.4033659,32881,92146,7,94.13
2015,폐업,광해주유소,인천광역시 남동구 인주대로523 (구월동),인천광역시 남동구 구월3동,126.6949393,37.45043787,29993,145280,11,210.45
2015,휴업,동성종합상사도개주유소,경상북도 구미시 도안로430 (도개면),경상북도 구미시 도개면,128.3136229,36.32347799,2051,15717,0,153.58
2015,휴업,태전착한주유소,대구광역시 북구 태전로14 (태전동),대구광역시 북구 태전1동,128.5460574,35.92205765,23831,41578,2,67.94
2015,폐업,우송주유소,대전광역시 서구 계룡로692 (용문동),대전광역시 서구 용문동,127.3967741,36.33502871,12004,98950,14,102.38
2015,폐업,설매주유소,경남 진주시 대곡면 진의로 1380,경상남도 진주시 대곡면,128.1763585,35.2777964,3131,4004,3,118.81
2015,폐업,만남주유소,경상남도 김해시 금관대로943 (풍유동),경상남도 김해시 칠산서부동,128.8449833,35.21291036,9155,31660,0,346.15
2015,휴업,도리원주유소,경상북도 의성군 경북대로4552 (봉양면),경상북도 의성군 봉양면,128.5802183,36.30336296,3779,11355,6,147.13
2015,휴업,영일고속주유소,경상북도 포항시 북구 용흥로22 (용흥동),경상북도 포항시 북구 용흥동,129.3569754,36.03305578,20968,21053,4,119.61
2015,폐업,좋은기름나라주유소,부산광역시 사하구 감천로199 (감천동),부산광역시 사하구 감천1동,129.010292,35.08228217,17542,134118,8,78.16
2015,휴업,씨앤에스에너지(주)온산공단주유소,울산광역시 울주군 산암로39 (온산읍),울산광역시 울주군 온산읍,129.3351497,35.43830302,24417,23213,14,125.9
2015,폐업,㈜용현주유소,인천광역시 남구 독배로377 (용현동),인천광역시 미추홀구 용현2동,126.6481625,37.45387759,17156,60971,14,76.42
2015,휴업,한송주유소,제주특별자치도 서귀포시 상모로309-1 (대정읍),제주특별자치도 서귀포시 대정읍,126.2562186,33.22252669,22601,14253,54,137.47
2015,휴업,동양주유소,경상남도 거제시 거제대로2802 (일운면),경상남도 거제시 일운면,128.7098173,34.8505939,7740,12376,25,127.13
2015,휴업,대경주유소,경상북도 영주시 선비로22 (휴천동),경상북도 영주시 휴천2동,128.6263268,36.80752934,10250,5538,35,145.07
2015,휴업,북방주유소,강원도 홍천군 영서로2903 (북방면,강원특별자치도 홍천군 북방면,127.8385841,37.71873724,4055,26439,26,165.47
2015,휴업,GS칼텍스㈜ 직영 대유점,경기도 시흥시 수인로2722 (금이동),경기도 시흥시 매화동,126.8314459,37.40586933,11687,152288,0,168.48
2015,휴업,의성주유소,경북 의성군 단촌면 경북대로 6229,경상북도 의성군 단촌면,128.678514,36.39328596,1799,8703,0,103.95
2015,휴업,목화주유소,서울특별시 강서구 국회대로251 (화곡동),서울특별시 강서구 화곡4동,126.8628326,37.53005133,19617,190133,1,89.31
2015,폐업,소호주유소,울산광역시 울주군 삼동로64 (삼동면),울산광역시 울주군 삼동면,129.0979435,35.49756394,1707,76962,1,264.21
2015,휴업,다압주유소,전남 광양시 다압면 섬진강매화로 1905,전라남도 광양시 다압면,127.6915016,35.10264632,1582,5767,2,152.97
2015,휴업,일월주유소,충청남도 공주시 차령로3953 (정안면),충청남도 공주시 정안면,127.1219178,36.64062074,4883,30913,2,147.86
2015,휴업,강변주유소,충청남도 공주시 창벽로450-3 (상왕동),충청남도 공주시 옥룡동,127.1837068,36.44440721,7290,18144,3,89.85
2015,휴업,삼정주유소,충북 충주시 소태면 구룡로 795,충청북도 충주시 소태면,127.8777393,37.1017171,1859,12405,1,120.49
2015,폐업,영목주유소,강원도 영월군 영월로2070 (영월읍),강원특별자치도 영월군 영월읍,128.4775315,37.18052285,19506,3392,20,169.64
2015,휴업,대웅에너지주유소,대전광역시 중구 대종로555 (선화동),대전광역시 중구 은행선화동,127.4207894,36.33224323,13975,98950,41,275.42
2015,폐업,호남제2주유소,전라북도 전주시 덕진구 온고을로479 (여의동),전북특별자치도 전주시 덕진구 혁신동,127.0770224,35.85237107,36280,46071,0,87.51
2015,휴업,곰돌이주유소,경기도 평택시 서동대로1941 (안중읍),경기도 평택시 안중읍,126.9593403,37.00313746,45223,39299,14,86.53
2015,폐업,흥구석유㈜ 흥구중산주유소,경상북도 경산시 대학로9 (중산동),경상북도 경산시 서부2동,128.7237364,35.83529889,34518,63177,7,65.53
2015,휴업,푸른별주유소,경상북도 포항시 북구 해안로1496 (흥해읍),경상북도 포항시 북구 흥해읍,129.3925301,36.14127521,43013,35321,17,106.48
2015,휴업,비인주유소,충청남도 서천군 비인로214 (비인면),충청남도 서천군 비인면,126.5995278,36.14267636,2760,7847,4,131.52
2015,휴업,터널주유소,경기도 남양주시 경춘로1757 (화도읍),경기도 남양주시 화도읍,127.2855995,37.65755734,112105,21304,22,81
2015,휴업,꿈동산주유소,서울특별시 강북구 월계로191 (번동),서울특별시 강북구 번3동,127.0452553,37.62114662,15888,35408,0,52.37
2015,휴업,한동주유소,제주특별자치도 제주시 일주동로2763 (구좌읍),제주특별자치도 제주시 구좌읍,126.8219484,33.54092183,14767,2334,45,207.22
2015,휴업,㈜대천에너지,충청남도 보령시 왕대산길47 (남곡동),충청남도 보령시 대천5동,126.5698992,36.33771961,6473,20048,237,252.59
2015,휴업,상승주유소,경기도 이천시 경충대로758 (장호원읍),경기도 이천시 장호원읍,127.576615,37.16658343,14549,17990,11,114.72
2015,폐업,선진주유소,경남 사천시 용현면 진삼로 976,경상남도 사천시 용현면,128.0677441,35.0426221,6962,5494,2,87.47
2015,폐업,은경주유소,경상남도 김해시 금관대로1279 (내동),경상남도 김해시 내외동,128.8597999,35.23901818,72268,30599,9,93.94
2015,휴업,㈜원흥 광주지점,광주광역시 남구 독립로143 (월산동),광주광역시 남구 월산동,126.9034208,35.1464513,8388,97671,4,93.82
2015,폐업,둔촌주유소,서울특별시 강동구 양재대로1382 (둔촌동),서울특별시 강동구 둔촌2동,127.1372727,37.52933832,23704,25582,3,77.2
2015,폐업,인보주유소,인천광역시 부평구 경인로890 (부평동),인천광역시 부평구 부평2동,126.7190608,37.48569828,16254,266708,0,49.4
2015,휴업,현우주유소,전북 부안군 보안면 부안로 1458,전북특별자치도 부안군 보안면,126.6685833,35.63845267,2206,3683,0,215.78
2015,휴업,공주대주유소,충청남도 공주시 무령로435 (신관동,충청남도 공주시 신관동,127.1408063,36.46553467,23096,16008,36,140.15
2015,휴업,제이앤비코리아㈜ 천지주유소,충청북도 청주시 흥덕구 직지대로677 (봉명동),충청북도 청주시 흥덕구 봉명2·송정동,127.4685089,36.64309165,24433,33926,11,140.59
2015,폐업,세영주유소,경기도 남양주시 수레로973 (화도읍,경기도 남양주시 화도읍,127.2918352,37.63310606,112105,31897,22,81
2015,폐업,태광주유소,경상남도 창녕군 남지중앙로93 (남지읍),경상남도 창녕군 남지읍,128.4797432,35.39214984,11877,5891,10,106.93
2015,폐업,장산주유소,부산광역시 해운대구 재반로86 (재송동),부산광역시 해운대구 재송1동,129.125717,35.18633979,35710,22984,23,126.13
2015,휴업,동구주유소,인천광역시 동구 송미로50 (송림동),인천광역시 동구 송림6동,126.6509917,37.48263285,5745,78848,2,152.13
2015,폐업,유신주유소,경기도 포천시 금강로2634번길46 (내촌면),경기도 포천시 내촌면,127.2516157,37.80538977,5328,27365,11,336.15
2015,휴업,미래주유소,경상남도 사천시 서삼로1199 (축동면),경상남도 사천시 축동면,128.0489817,35.09300638,1768,2935,8,288.46
2015,휴업,돈방석주유소,경기도 부천시 오정구 역곡로449 (고강동),경기도 부천시 오정구 고강1동,126.8155828,37.52485659,12640,190133,0,76.5
2015,폐업,삼성주유소,서울특별시 은평구 증산로379 (신사동),서울특별시 은평구 신사2동,126.912929,37.59019637,18332,49182,0,62.51
2015,휴업,한겨레주유소,충청북도 충주시 중원대로2410 (살미면),충청북도 충주시 살미면,127.9613676,36.90279011,1915,5456,4,135.25
2015,휴업,㈜제이케이에너지 송전IC주유소,경기도 용인시 처인구 경기동로634 (이동면),경기도 용인시 처인구 이동읍,127.1917711,37.1418511,21215,18256,6,167.85
2015,휴업,예일주유소,"인천광역시 계양구 벌말로295 (동양동,예일주유소)",인천광역시 계양구 계양3동,126.7690113,37.55752154,23590,213292,0,68.08
2015,휴업,박물관주유소,전라북도 익산시 무왕로2269 (왕궁면),전북특별자치도 익산시 왕궁면,127.096359,35.98976017,4362,25625,2,206.79
2015,휴업,짱구주유소,전라북도 익산시 여강로417 (망성면),전북특별자치도 익산시 망성면,127.0557857,36.08518432,2973,4473,0,280.19
2015,휴업,신덕주유소,충청북도 충주시 신덕로703 (신니면),충청북도 충주시 신니면,127.7287551,36.99903723,3110,18062,2,135.37
2015,폐업,이화주유소,강원도 평창군 경강로2506 (용평면),강원특별자치도 평창군 용평면,128.4771981,37.62543037,2975,1440,9,161.01
2015,폐업,현대오일뱅크㈜직영 태윤주유소,경기도 수원시 장안구 송원로59 (송죽동),경기도 수원시 장안구 송죽동,127.0083675,37.3003655,19087,181236,1,134.23
2015,폐업,㈜안국에너지 유성주유소,경기도 수원시 팔달구 중부대로159 (우만동),경기도 수원시 팔달구 우만2동,127.0337137,37.27783415,16713,181236,0,69.89
2015,휴업,광석동주유소,경기도 시흥시 동서로633 (광석동),경기도 시흥시 연성동,126.8174757,37.3839404,23999,41640,1,97.75
2015,휴업,금호주유소,경기도 의왕시 안양판교로128 (포일동),경기도 의왕시 청계동,126.9863656,37.39307819,35909,36642,1,95.63
2015,휴업,곡강주유소,경상북도 포항시 북구 동해대로1758 (흥해읍),경상북도 포항시 북구 흥해읍,129.3471324,36.12803007,43013,35321,17,106.48
2015,휴업,기장연곡주유소,부산광역시 기장군 기장대로 228-38,부산광역시 기장군 기장읍,129.2127296,35.21779538,51393,49783,57,115.87
2015,폐업,햇살주유소,전라남도 나주시 산남로9 (산포면),전라남도 나주시 산포면,126.8160497,35.04094963,2762,37168,0,212.53
2015,폐업,(유)나들목주유소,전라북도 전주시 덕진구 원반월길7 (반월동),전북특별자치도 전주시 덕진구 조촌동,127.0612969,35.87236642,12272,46071,0,128.67
2015,휴업,대영석유,충남 논산시 취암동 1035-11,충청남도 논산시 취암동,127.0931619,36.20566701,35514,9689,30,154.98
2015,휴업,고단주유소,강원도 강릉시 백두대간로124 (왕산면),강원특별자치도 강릉시 왕산면,128.8485144,37.52588229,1395,4111,0,154.12
2015,휴업,남산주유소,강원도 홍천군 홍천읍 장전평로 235,강원특별자치도 홍천군 홍천읍,127.8801497,37.66599077,32605,21962,41,151.17
2015,폐업,태양해상급유㈜,부산광역시 동구 중앙대로286번길3-1 (초량동),부산광역시 동구 초량3동,129.0440356,35.12209631,13015,134118,36,241.34
2015,휴업,거성석유㈜,서울 송파구 백제고분로 475,서울특별시 송파구 방이2동,127.1134762,37.51302036,25888,239718,33,189.05
2015,휴업,문덕화물제2주유소,경상북도 포항시 남구 냉천로542 (오천읍),경상북도 포항시 남구 오천읍,129.4038484,35.94699012,56958,13639,35,81.73
2015,휴업,수색제일주유소,서울시 은평구 수색로 236,서울특별시 은평구 수색동,126.897835,37.581161,19367,196415,6,38.98
2015,폐업,치악파크주유소,강원도 원주시 치악로447 (신림면),강원특별자치도 원주시 신림면,128.0455237,37.25528523,3390,10047,4,171.09
2015,휴업,할렐루야주유소,강원도 춘천시 영서로1244 (동산면),강원특별자치도 춘천시 동산면,127.7731663,37.79470837,1570,10647,1,163.69
2015,폐업,강변북로주유소,경기도 남양주시 강변북로776 (가운동),,127.1713387,37.5888012,,203419,,
2015,휴업,연평주유소,경기도 남양주시 진접읍 사릉로826,경기도 남양주시 진접읍,127.1716263,37.688229,96569,66533,14,96.56
2015,휴업,성원주유소,경기도 포천시 청군로3133 (군내면),경기도 포천시 군내면,127.2281435,37.87734374,9466,13058,1,238.12
2015,휴업,서양새마을금고주유소,광주광역시 남구 독립로140 (월산동),광주광역시 남구 월산동,126.9038101,35.1457589,8388,97671,4,93.82
2015,폐업,대성산업㈜ 노원대성주유소,대구광역시 북구 노원로96 (노원동3가),대구광역시 북구 노원동,128.5721272,35.89498827,10688,156089,10,691.24
2015,폐업,대진주유소,울산광역시 울주군 헌양길157 (언양읍),울산광역시 울주군 언양읍,129.1179067,35.56666287,31333,53247,11,104.14
2015,폐업,부곡주유소,경북 김천시 김천로9,경상북도 김천시 대곡동,128.1048405,36.1249795,19774,3531,26,93.2
2015,폐업,해동주유소,강원도 강릉시 연주로458 (주문진읍),강원특별자치도 강릉시 주문진읍,128.8251237,37.89283014,15813,13024,45,157.72
2015,폐업,행주주유소,경기도 고양시 덕양구 토당로22 (토당동),경기도 고양시 덕양구 행주동,126.8228156,37.61852041,16980,197991,2,107.36
2015,폐업,한진주유소,부산광역시 부산진구 가야대로417 (개금동),부산광역시 부산진구 개금1동,129.0179331,35.15245891,18188,134118,7,94.46
2015,폐업,고척주유소,서울특별시 구로구 고척로239 (고척동),서울특별시 구로구 고척2동,126.8595803,37.50669781,25989,190133,1,76.57
2015,휴업,장백주유소,전라북도 무주군 무설로491 (무주읍),전북특별자치도 무주군 무주읍,127.7141799,36.03092778,9120,3425,6,157.35
2015,휴업,하일라주유소,강원도 고성군 토성면 동해대로 4868,강원특별자치도 고성군 토성면,128.5682481,38.24712422,9709,22861,72,157.38
2015,폐업,하나주유소,경상북도 예천군 충효로187 (예천읍),경상북도 예천군 예천읍,128.4447888,36.64948168,14481,11020,21,157.1
2015,폐업,부영주유소,서울특별시 용산구 이촌로16 (이촌동),서울특별시 용산구 이촌2동,126.9545053,37.53033009,7388,113301,2,64.7
2015,휴업,GS칼텍스㈜ 인천공항점,인천광역시 중구 공항동로295번길124 (운서동),인천광역시 중구 운서동,126.459837,37.46933311,36359,76027,45,104.13
2015,폐업,세일주유소,전라남도 신안군 서남문로190 (비금면),전라남도 신안군 비금면,125.9823988,34.76923882,3192,718,4,142.86
2015,휴업,춘장대IC주유소,충청남도 서천군 충서로1310 (비인면),충청남도 서천군 비인면,126.612617,36.16279723,2760,3004,4,131.52
2015,휴업,대청봉주유소,강원도 속초시 설악산로441 (도문동,강원특별자치도 속초시 대포동,128.5593236,38.1644279,2995,13927,63,338.23
2015,휴업,㈜최강에너지본점,경기도 가평군 청군로450 (상면),경기도 가평군 상면,127.3941416,37.76234957,5256,15512,135,196.73
2015,폐업,사천주유소,경상남도 사천시 진삼로1055 (사남면),경상남도 사천시 사남면,128.0712119,35.04937776,16366,5494,3,71.86
2015,휴업,평촌주유소,대전광역시 서구 벌곡로394 (평촌동),대전광역시 서구 기성동,127.3201083,36.2397613,3474,52880,1,141.05
2015,휴업,줄포관광주유소,전라북도 부안군 부안로991 (줄포면),전북특별자치도 부안군 줄포면,126.6734003,35.59753418,2294,9916,3,298.61
2015,폐업,미송주유소,전라남도 광양시 순광로440 (광양읍,전라남도 광양시 광양읍,127.5661945,34.96405596,46552,16890,39,133.64
2015,휴업,진고개주유소,강원도 강릉시 진고개로1067 (연곡면),강원특별자치도 강릉시 연곡면,128.658452,37.84312645,6039,21258,18,137.11
2015,휴업,믿음가득주유소,경기도 용인시 처인구 죽양대로820 (백암면),경기도 용인시 처인구 백암면,127.3937638,37.14097831,9072,21535,8,161.49
2015,휴업,남양주유소,경상남도 사천시 진삼로252 (신벽동),경상남도 사천시 남양동,128.0628458,34.97902805,4953,31234,1,118.11
2015,휴업,OK주유소,경상북도 영덕군 동해대로4499 (강구면),경상북도 영덕군 강구면,129.3792782,36.35897605,5744,9581,47,189.76
2015,폐업,연안주유소,전라남도 목포시 양을로522 (상동),전라남도 목포시 하당동,126.4226887,34.81098329,14903,9845,21,139.7
2015,휴업,검창주유소,경기도 양주시 권율로1297 (백석읍,경기도 양주시 백석읍,126.9693301,37.8028881,25503,11973,23,113.01
2015,휴업,성림주유소,대전광역시 유성구 유성대로753번길 6,,127.3331274,36.37660792,,75255,,
2015,휴업,물곡주유소,전라북도 진안군 진장로400 (진안읍),전북특별자치도 진안군 진안읍,127.4644037,35.78245017,9184,16066,8,214.39
2015,폐업,신도시주유소,경기도 고양시 일산동구 백마로495 (풍동),경기도 고양시 일산동구 풍산동,126.8030592,37.66284986,36070,139468,0,82.92
2015,폐업,목재단지주유소,인천광역시 서구 염곡로148,인천광역시 서구 가좌1동,126.6677906,37.49767862,14241,216843,0,305.39
2015,폐업,청라신도시주유소,인천광역시 서구 중봉대로350 (원창동),인천광역시 서구 신현원창동,126.6490919,37.51051569,29945,78848,1,127.2
2015,휴업,태양주유소,인천광역시 서구 중봉대로378 (원창동),인천광역시 서구 신현원창동,126.6492546,37.51313074,29945,78848,1,127.2
2015,휴업,장덕주유소,전라북도 장수군 한들로124 (장계면),전북특별자치도 장수군 장계면,127.585666,35.73112214,4094,6465,3,200.54
2015,휴업,친절한주유소,경기도 남양주시 양진로 329 (진건읍),경기도 남양주시 진건읍,127.1739711,37.65003684,20793,54739,2,209.01
2015,휴업,하늘주유소,경남 창원시 마산회원구 북성로 373,경상남도 창원시 마산회원구 회성동,128.5566847,35.23379436,5471,66857,1,114.6
2015,폐업,태양주유소,부산광역시 부산진구 성지로60 (연지동),부산광역시 부산진구 연지동,129.0549372,35.17599936,25096,74754,2,51.56
2015,폐업,현대오일뱅크㈜직영 연희현대,서울특별시 서대문구 연희로141 (연희동),서울특별시 서대문구 연희동,126.933299,37.57023203,36299,196415,2,86.48
2015,폐업,세화주유소,인천광역시 서구 드림로396 (당하동),인천광역시 서구 당하동,126.6821101,37.58805647,27835,116228,0,53.85
2015,휴업,유주주유소,인천광역시 서구 봉수대로1581번길24 (금곡동),인천광역시 서구 검단동,126.6390087,37.61298703,33708,51589,4,85.62
2015,휴업,광명주유소,경기도 양주시 부흥로889 (광적면),경기도 양주시 광적면,126.990126,37.8132639,12732,9941,1,255.42
2015,휴업,슈퍼맨주유소㈜,경기도 양주시 평화로1803 (회정동),경기도 양주시 회천2동,127.0545146,37.85010914,34223,41228,6,72.44
2015,휴업,㈜삼보 명진셀프주유소,부산광역시 동래구 충렬대로51 (온천동),부산광역시 동래구 온천2동,129.067178,35.20901148,23823,70579,3,82.32
2015,폐업,송륜주유소,전라남도 여수시 동문로109 (공화동),전라남도 여수시 한려동,127.7428319,34.74632604,2555,14076,56,195.3
2015,휴업,생곡휴게주유소,강원도 홍천군 서석면 구룡령로 3471,강원특별자치도 홍천군 서석면,128.2739189,37.71135648,3523,2801,5,115.53
2015,휴업,송정주유소,경상북도 구미시 송정대로96 (송정동),경상북도 구미시 송정동,128.3489631,36.11670044,22715,81863,7,124.15
2015,휴업,SK영신주유소,대구광역시 동구 신암남로146 (신암동),대구광역시 동구 신암4동,128.6308703,35.88228746,14606,27690,23,68.94
2015,폐업,행원주유소,제주특별자치도 제주시 행원로74 (구좌읍),제주특별자치도 제주시 구좌읍,126.803413,33.55287778,14767,2334,45,207.22
2015,휴업,신북주유소,전라남도 영암군 예향로2605 (신북면),전라남도 영암군 신북면,126.6911391,34.89266913,3322,2202,3,151.11
2015,폐업,부천테크노주유소,경기도 부천시 오정구 오정로101 (삼정동),경기도 부천시 오정구 신흥동,126.7714354,37.52599859,18716,187993,1,376.63
2015,폐업,대현주유소,울산광역시 남구 번영로11 (야음동),울산광역시 남구 대현동,129.3300025,35.52664908,32296,20222,10,47.75
2015,휴업,옥련주유소,인천광역시 연수구 독배로132 (옥련동),인천광역시 연수구 옥련2동,126.6470238,37.43267866,19532,60971,0,64.61
2015,폐업,한송주유소,제주특별자치도 서귀포시 상모로309-1 (대정읍),제주특별자치도 서귀포시 대정읍,126.2562186,33.22252669,22601,14253,54,137.47
2015,휴업,금강주유소,충청북도 제천시 송학주천로173 (송학면),충청북도 제천시 송학면,128.2386121,37.17890901,4588,4057,5,137.1
2015,휴업,쌍둥이주유소,충청북도 제천시 청풍호로130 (강제동),충청북도 제천시 화산동,128.2017786,37.1195863,14568,14090,35,136.81
2015,휴업,영천주유소,경상북도 영천시 장수로438 (청통면),경상북도 영천시 청통면,128.8952693,35.99318854,3980,10831,11,197.99
2015,폐업,문수주유소,울산광역시 울주군 웅촌로739 (웅촌면),울산광역시 울주군 웅촌면,129.2264792,35.48842718,8725,35118,3,211
2015,폐업,호남고속주유소,광주광역시 북구 북문대로18 (운암동),광주광역시 북구 운암2동,126.8834725,35.17425012,11556,134317,22,158.53
2015,휴업,드림주유소,전라북도 완주군 춘향로4126 (상관면),전북특별자치도 완주군 상관면,127.2332824,35.72112842,4721,21014,10,85.79
2015,휴업,대둔산주유소,충청남도 금산군 태고사로450 (진산면),충청남도 금산군 진산면,127.3372794,36.15972707,2981,3748,16,186.51
2015,휴업,스마일주유소,경상북도 울진군 덕구온천로488 (북면),경상북도 울진군 북면,129.3243503,37.08556159,7066,3707,25,96.8
2015,폐업,백양주유소,서울특별시 송파구 위례성대로260(오금동),서울특별시 송파구 오금동,127.13909,37.50685498,35838,239718,0,90.13
2015,폐업,오일육주유소,제주특별자치도 제주시 중앙로570 (아라일동),제주특별자치도 제주시 아라동,126.5452587,33.4726535,42535,14084,4,100.48
2015,폐업,케이케이㈜ 고려주유소,경상북도 칠곡군 경북대로862 (동명면),경상북도 칠곡군 동명면,128.5400421,36.03557915,5278,57758,38,287.42
2015,휴업,삼영주유소,경상북도 포항시 북구 한동로431 (흥해읍),경상북도 포항시 북구 흥해읍,129.3870899,36.11226308,43013,8963,17,106.48
2015,휴업,성화주유소,전라북도 전주시 덕진구 원장동길135 (장동),전북특별자치도 익산시 동산동,127.0638545,35.85239612,21064,46071,2,78.19
2015,폐업,평내주유소,경기도 남양주시 경춘로1269 (평내동),경기도 남양주시 평내동,127.2347185,37.64771941,37209,48791,1,73.53
2015,폐업,동신주유소,광주광역시 북구 동문대로82 (두암동),광주광역시 북구 두암1동,126.9231179,35.1709919,7426,97671,0,94.13
2015,폐업,송이주유소,전라북도 전주시 덕진구 동부대로1018 (송천동2가),전북특별자치도 전주시 덕진구 송천1동,127.1361813,35.86980353,63864,36484,2,57.2
2015,폐업,SK동아에너지,전라북도 정읍시 연지8길 11번지 (연지동),전북특별자치도 정읍시 연지동,126.8444878,35.57167238,5530,42642,33,213.2
2015,폐업,주식회사 민성,강원도 강릉시 오이동길7 (강동면),강원특별자치도 강릉시 강동면,129.0089794,37.68386209,3848,6632,53,188.41
2015,휴업,치산주유소,경상북도 영천시 치산효령로425 (신녕면),경상북도 영천시 신녕면,128.7475536,36.05828317,4018,33977,3,114.73
2015,폐업,대일상운㈜,부산광역시 동구 중앙대로180번길12-11 (초량동)성신빌딩305비호,부산광역시 동구 초량1동,129.0398989,35.11220412,5433,134118,36,299.47
2015,폐업,청룡주유소,서울특별시 영등포구 국회대로786 (여의도동),서울특별시 영등포구 여의동,126.9195899,37.53028083,30638,196415,9,564.17
2015,휴업,대광주유소,전남 함평군 신광면 신광중앙길 90,전라남도 함평군 신광면,126.4971537,35.1550589,1618,1153,0,104.45
2015,폐업,활주로주유소,전라남도 나주시 산남로141 (산포면),전라남도 나주시 산포면,126.8285203,35.04573527,2762,37168,0,212.53
2015,폐업,송이주유소,전라북도 전주시 덕진구 동부대로1018 (송천동2가),전북특별자치도 전주시 덕진구 송천1동,127.1361813,35.86980353,63864,36484,2,57.2
