행정구역,순위,2023년 수(명),비율(%)
서울특별시 관악구 낙성대동,848,"22,429",0.04
경기도 부천시 원미구 심곡2동,849,"22,425",0.04
충청남도 금산군 금산읍,850,"22,425",0.04
충청북도 음성군 금왕읍,851,"22,411",0.04
인천광역시 계양구 계산4동,852,"22,408",0.04
서울특별시 광진구 자양1동,853,"22,391",0.04
제주특별자치도 제주시 한림읍,854,"22,389",0.04
경기도 고양시 덕양구 원신동,855,"22,387",0.04
전북특별자치도 완주군 삼례읍,856,"22,353",0.04
인천광역시 남동구 만수6동,857,"22,332",0.04
광주광역시 남구 송암동,858,"22,328",0.04
충청북도 충주시 교현·안림동,859,"22,324",0.04
울산광역시 울주군 삼남읍,860,"22,317",0.04
서울특별시 성북구 돈암2동,861,"22,284",0.04
서울특별시 성북구 정릉2동,862,"22,263",0.04
부산광역시 해운대구 재송2동,863,"22,256",0.04
경기도 안양시 동안구 평안동,864,"22,241",0.04
광주광역시 북구 문화동,865,"22,235",0.04
경기도 수원시 팔달구 매교동,866,"22,204",0.04
서울특별시 강서구 방화2동,867,"22,201",0.04
서울특별시 서초구 반포3동,868,"22,198",0.04
제주특별자치도 제주시 외도동,869,"22,188",0.04
서울특별시 강남구 개포4동,870,"22,186",0.04
서울특별시 노원구 월계1동,871,"22,158",0.04
서울특별시 영등포구 양평2동,872,"22,117",0.04
전라남도 목포시 부주동,873,"22,116",0.04
서울특별시 노원구 중계본동,874,"22,091",0.04
서울특별시 마포구 신수동,875,"22,090",0.04
경기도 부천시 원미구 중동,876,"22,086",0.04
대구광역시 북구 칠성동,877,"22,063",0.04
경기도 부천시 원미구 도당동,878,"22,028",0.04
인천광역시 중구 영종동,879,"22,013",0.04
경기도 파주시 금촌1동,880,"22,012",0.04
충청북도 충주시 호암·직동,881,"21,982",0.04
서울특별시 성동구 행당2동,882,"21,965",0.04
경상남도 거제시 수양동,883,"21,965",0.04
부산광역시 해운대구 우1동,884,"21,937",0.04
경기도 고양시 덕양구 행신3동,885,"21,936",0.04
대구광역시 달서구 이곡1동,886,"21,881",0.04
대구광역시 달서구 성당동,887,"21,867",0.04
경기도 고양시 일산동구 마두1동,888,"21,864",0.04
경상북도 경주시 동천동,889,"21,863",0.04
경기도 성남시 중원구 은행2동,890,"21,847",0.04
서울특별시 강동구 성내3동,891,"21,833",0.04
충청남도 천안시 동남구 일봉동,892,"21,829",0.04
충청남도 천안시 서북구 성거읍,893,"21,806",0.04
충청북도 제천시 용두동,894,"21,796",0.04
인천광역시 미추홀구 주안6동,895,"21,792",0.04
대구광역시 수성구 황금1동,896,"21,767",0.04
경기도 부천시 오정구 원종1동,897,"21,716",0.04
서울특별시 강북구 삼양동,898,"21,714",0.04
경기도 평택시 신평동,899,"21,711",0.04
인천광역시 미추홀구 주안2동,900,"21,689",0.04
서울특별시 서초구 방배4동,901,"21,665",0.04
서울특별시 동작구 신대방2동,902,"21,663",0.04
충청남도 아산시 음봉면,903,"21,660",0.04
충청남도 천안시 서북구 직산읍,904,"21,658",0.04
경상북도 포항시 북구 두호동,905,"21,653",0.04
서울특별시 성동구 마장동,906,"21,633",0.04
전라남도 영광군 영광읍,907,"21,613",0.04
인천광역시 미추홀구 도화1동,908,"21,608",0.04
서울특별시 강남구 일원본동,909,"21,605",0.04
전북특별자치도 익산시 영등1동,910,"21,580",0.04
경기도 평택시 송북동,911,"21,532",0.04
서울특별시 성북구 길음2동,912,"21,503",0.04
전라남도 목포시 상동,913,"21,500",0.04
인천광역시 강화군 강화읍,914,"21,483",0.04
전북특별자치도 군산시 나운2동,915,"21,481",0.04
전북특별자치도 전주시 완산구 삼천3동,916,"21,476",0.04
경기도 광주시 송정동,917,"21,460",0.04
부산광역시 해운대구 좌4동,918,"21,413",0.04
부산광역시 사하구 하단1동,919,"21,409",0.04
광주광역시 광산구 월곡2동,920,"21,404",0.04
서울특별시 서대문구 홍은1동,921,"21,381",0.04
서울특별시 관악구 조원동,922,"21,365",0.04
울산광역시 중구 다운동,923,"21,362",0.04
경기도 고양시 일산동구 정발산동,924,"21,359",0.04
경기도 안양시 만안구 박달2동,925,"21,303",0.04
광주광역시 남구 주월1동,926,"21,296",0.04
서울특별시 노원구 상계8동,927,"21,291",0.04
부산광역시 부산진구 당감1동,928,"21,291",0.04
대전광역시 서구 갈마1동,929,"21,286",0.04
서울특별시 성동구 금호2·3가동,930,"21,262",0.04
서울특별시 강서구 방화3동,931,"21,258",0.04
경기도 김포시 사우동,932,"21,249",0.04
경기도 수원시 장안구 영화동,933,"21,241",0.04
경기도 용인시 처인구 양지면,934,"21,234",0.04
서울특별시 종로구 혜화동,935,"21,228",0.04
인천광역시 서구 마전동,936,"21,215",0.04
경기도 용인시 처인구 이동읍,937,"21,215",0.04
경기도 광주시 오포1동,938,"21,158",0.04
경상북도 경산시 압량읍,939,"21,141",0.04
서울특별시 강북구 미아동,940,"21,139",0.04
경기도 광명시 일직동,941,"21,138",0.04
경상남도 김해시 주촌면,942,"21,119",0.04
인천광역시 서구 석남1동,943,"21,116",0.04
세종특별자치시 세종시 소담동,944,"21,110",0.04
경기도 안산시 상록구 부곡동,945,"21,107",0.04
서울특별시 도봉구 쌍문1동,946,"21,083",0.04
인천광역시 미추홀구 주안1동,947,"21,081",0.04
경기도 시흥시 군자동,948,"21,080",0.04
부산광역시 해운대구 반송2동,949,"21,072",0.04
전북특별자치도 익산시 동산동,950,"21,064",0.04
경기도 화성시 우정읍,951,"21,031",0.04
인천광역시 남동구 남촌도림동,952,"21,029",0.04
부산광역시 부산진구 범천2동,953,"21,017",0.04
충청남도 아산시 온양5동,954,"20,995",0.04
경기도 안산시 단원구 고잔동,955,"20,994",0.04
경기도 고양시 덕양구 삼송1동,956,"20,989",0.04
경상북도 포항시 북구 용흥동,957,"20,968",0.04
대전광역시 유성구 학하동,958,"20,958",0.04
서울특별시 영등포구 신길1동,959,"20,955",0.04
강원특별자치도 강릉시 내곡동,960,"20,928",0.04
대구광역시 수성구 만촌1동,961,"20,922",0.04
서울특별시 중랑구 면목7동,962,"20,913",0.04
경상북도 경주시 현곡면,963,"20,913",0.04
전북특별자치도 군산시 소룡동,964,"20,898",0.04
경기도 의왕시 내손2동,965,"20,879",0.04
부산광역시 금정구 장전1동,966,"20,860",0.04
인천광역시 미추홀구 주안5동,967,"20,846",0.04
경기도 고양시 덕양구 성사1동,968,"20,832",0.04
서울특별시 용산구 한강로동,969,"20,824",0.04
부산광역시 연제구 연산2동,970,"20,797",0.04
경기도 남양주시 진건읍,971,"20,793",0.04
인천광역시 남동구 간석2동,972,"20,777",0.04
대구광역시 동구 안심3동,973,"20,742",0.04
대구광역시 동구 공산동,974,"20,734",0.04
대구광역시 달성군 구지면,975,"20,731",0.04
대전광역시 동구 용전동,976,"20,706",0.04
인천광역시 연수구 연수2동,977,"20,704",0.04
경기도 여주시 여흥동,978,"20,689",0.04
경기도 구리시 수택3동,979,"20,669",0.04
경기도 용인시 기흥구 기흥동,980,"20,648",0.04
경상남도 양산시 소주동,981,"20,641",0.04
서울특별시 노원구 하계2동,982,"20,622",0.04
서울특별시 영등포구 당산1동,983,"20,620",0.04
충청북도 영동군 영동읍,984,"20,602",0.04
대전광역시 유성구 노은1동,985,"20,595",0.04
경기도 광명시 광명7동,986,"20,581",0.04
전북특별자치도 정읍시 내장상동,987,"20,570",0.04
서울특별시 서초구 양재2동,988,"20,566",0.04
서울특별시 강남구 논현1동,989,"20,550",0.04
부산광역시 부산진구 전포1동,990,"20,543",0.04
전라남도 여수시 소라면,991,"20,534",0.04
서울특별시 영등포구 도림동,992,"20,532",0.04
대구광역시 달성군 논공읍,993,"20,525",0.04
대전광역시 중구 문화1동,994,"20,512",0.04
울산광역시 중구 병영1동,995,"20,501",0.04
서울특별시 양천구 목3동,996,"20,499",0.04
전북특별자치도 고창군 고창읍,997,"20,499",0.04
서울특별시 마포구 용강동,998,"20,491",0.04
강원특별자치도 속초시 노학동,999,"20,457",0.04
서울특별시 강서구 화곡3동,1000,"20,456",0.04
경기도 의정부시 녹양동,1001,"20,453",0.04
대전광역시 서구 도마1동,1002,"20,406",0.04
경상북도 안동시 옥동,1003,"20,391",0.04
경기도 고양시 일산동구 중산1동,1004,"20,383",0.04
대구광역시 수성구 만촌3동,1005,"20,334",0.04
경기도 고양시 덕양구 행신1동,1006,"20,320",0.04
강원특별자치도 횡성군 횡성읍,1007,"20,311",0.04
경기도 구리시 교문2동,1008,"20,302",0.04
서울특별시 광진구 중곡2동,1009,"20,291",0.04
부산광역시 부산진구 가야1동,1010,"20,267",0.04
울산광역시 중구 성안동,1011,"20,264",0.04
경상남도 창원시 진해구 자은동,1012,"20,263",0.04
경기도 군포시 금정동,1013,"20,246",0.04
서울특별시 중랑구 상봉2동,1014,"20,244",0.04
경기도 군포시 송부동,1015,"20,200",0.04
경기도 부천시 소사구 송내1동,1016,"20,199",0.04
서울특별시 양천구 신월2동,1017,"20,173",0.04
대구광역시 동구 불로·봉무동,1018,"20,157",0.04
경기도 군포시 오금동,1019,"20,134",0.04
경상북도 예천군 호명읍,1020,"20,127",0.04
대전광역시 동구 가양2동,1021,"20,111",0.04
경기도 시흥시 정왕4동,1022,"20,096",0.04
서울특별시 구로구 구로1동,1023,"20,056",0.04
서울특별시 금천구 시흥2동,1024,"20,050",0.04
경기도 수원시 영통구 매탄4동,1025,"20,024",0.04
경상남도 진주시 판문동,1026,"20,023",0.04
서울특별시 금천구 시흥4동,1027,"20,015",0.04
부산광역시 부산진구 초읍동,1028,"20,004",0.04
인천광역시 부평구 산곡3동,1029,"19,940",0.04
서울특별시 강북구 수유2동,1030,"19,930",0.04
서울특별시 송파구 잠실4동,1031,"19,916",0.04
경상남도 진주시 금산면,1032,"19,904",0.04
전북특별자치도 부안군 부안읍,1033,"19,891",0.04
서울특별시 서초구 반포2동,1034,"19,883",0.04
대구광역시 달서구 본리동,1035,"19,872",0.04
대전광역시 서구 월평3동,1036,"19,839",0.04
서울특별시 금천구 독산2동,1037,"19,837",0.04
서울특별시 용산구 청파동,1038,"19,834",0.04
충청북도 음성군 대소면,1039,"19,778",0.04
경상북도 김천시 대곡동,1040,"19,774",0.04
경기도 안산시 상록구 본오3동,1041,"19,770",0.04
서울특별시 성북구 안암동,1042,"19,763",0.04
대구광역시 수성구 지산1동,1043,"19,752",0.04
인천광역시 중구 영종2동,1044,"19,747",0.04
경기도 의왕시 내손1동,1045,"19,746",0.04
대전광역시 동구 산내동,1046,"19,742",0.04
서울특별시 마포구 도화동,1047,"19,724",0.04
서울특별시 서초구 서초1동,1048,"19,722",0.04
서울특별시 구로구 개봉3동,1049,"19,720",0.04
서울특별시 서대문구 충현동,1050,"19,715",0.04
경기도 고양시 일산서구 일산2동,1051,"19,692",0.04
부산광역시 북구 구포3동,1052,"19,679",0.04
경기도 고양시 일산동구 백석2동,1053,"19,655",0.04
울산광역시 남구 신정4동,1054,"19,631",0.04
강원특별자치도 춘천시 동면,1055,"19,631",0.04
서울특별시 도봉구 도봉1동,1056,"19,624",0.04
서울특별시 강서구 화곡4동,1057,"19,617",0.04
경기도 파주시 운정6동,1058,"19,611",0.04
광주광역시 서구 화정2동,1059,"19,597",0.04
서울특별시 성북구 월곡2동,1060,"19,583",0.04
서울특별시 동대문구 이문2동,1061,"19,582",0.04
서울특별시 강남구 논현2동,1062,"19,566",0.04
경기도 고양시 일산서구 송포동,1063,"19,558",0.04
울산광역시 남구 삼호동,1064,"19,557",0.04
경상북도 경산시 남부동,1065,"19,548",0.04
인천광역시 연수구 옥련2동,1066,"19,532",0.04
경기도 부천시 오정구 오정동,1067,"19,518",0.04
울산광역시 중구 병영2동,1068,"19,514",0.04
강원특별자치도 영월군 영월읍,1069,"19,506",0.04
전라남도 여수시 여천동,1070,"19,500",0.04
경기도 수원시 권선구 세류3동,1071,"19,485",0.04
서울특별시 강북구 수유1동,1072,"19,484",0.04
경기도 고양시 덕양구 행신4동,1073,"19,462",0.04
부산광역시 부산진구 양정1동,1074,"19,458",0.04
경기도 가평군 가평읍,1075,"19,438",0.04
인천광역시 연수구 선학동,1076,"19,407",0.04
경상북도 포항시 북구 죽도동,1077,"19,406",0.04
강원특별자치도 원주시 문막읍,1078,"19,393",0.04
광주광역시 서구 금호1동,1079,"19,377",0.04
서울특별시 은평구 수색동,1080,"19,367",0.04
서울특별시 영등포구 신길7동,1081,"19,358",0.04
울산광역시 동구 전하2동,1082,"19,344",0.04
경기도 성남시 중원구 금광1동,1083,"19,335",0.04
강원특별자치도 춘천시 후평3동,1084,"19,331",0.04
전라남도 여수시 문수동,1085,"19,327",0.04
경기도 성남시 수정구 신흥2동,1086,"19,323",0.04
인천광역시 미추홀구 주안8동,1087,"19,322",0.04
서울특별시 강남구 도곡1동,1088,"19,319",0.04
충청남도 아산시 온양4동,1089,"19,312",0.04
경기도 의정부시 흥선동,1090,"19,299",0.04
경기도 성남시 중원구 하대원동,1091,"19,290",0.04
서울특별시 관악구 삼성동,1092,"19,283",0.04
인천광역시 부평구 부개2동,1093,"19,278",0.04
경기도 포천시 포천동,1094,"19,274",0.04
서울특별시 양천구 신월1동,1095,"19,259",0.04
경기도 부천시 원미구 역곡2동,1096,"19,241",0.04
서울특별시 강북구 우이동,1097,"19,236",0.04
광주광역시 서구 화정4동,1098,"19,225",0.04
서울특별시 중랑구 신내2동,1099,"19,219",0.04
대구광역시 서구 상중이동,1100,"19,219",0.04
인천광역시 계양구 계양1동,1101,"19,203",0.04
경기도 군포시 궁내동,1102,"19,175",0.04
경기도 수원시 권선구 입북동,1103,"19,131",0.04
경기도 안양시 만안구 석수1동,1104,"19,116",0.04
경기도 부천시 오정구 원종2동,1105,"19,111",0.04
강원특별자치도 동해시 북삼동,1106,"19,099",0.04
충청북도 청주시 청원구 내수읍,1107,"19,095",0.04
대전광역시 서구 도마2동,1108,"19,093",0.04
경기도 수원시 장안구 송죽동,1109,"19,087",0.04
인천광역시 연수구 옥련1동,1110,"19,076",0.04
경상남도 진주시 상대동,1111,"19,071",0.04
경기도 수원시 팔달구 우만1동,1112,"19,068",0.04
인천광역시 남동구 만수4동,1113,"19,060",0.04
경상남도 밀양시 삼문동,1114,"19,046",0.04
서울특별시 노원구 상계9동,1115,"19,044",0.04
경기도 부천시 소사구 괴안동,1116,"19,032",0.04
서울특별시 서초구 방배본동,1117,"19,000",0.04
광주광역시 광산구 신가동,1118,"18,993",0.04
대구광역시 수성구 범어4동,1119,"18,986",0.04
경기도 용인시 수지구 상현1동,1120,"18,976",0.04
대전광역시 서구 괴정동,1121,"18,945",0.04
광주광역시 북구 운암1동,1122,"18,936",0.04
서울특별시 노원구 상계2동,1123,"18,929",0.04
전북특별자치도 전주시 완산구 중화산2동,1124,"18,923",0.04
서울특별시 송파구 문정1동,1125,"18,816",0.04
경기도 안산시 단원구 선부1동,1126,"18,790",0.04
경기도 용인시 기흥구 영덕2동,1127,"18,789",0.04
서울특별시 양천구 신정1동,1128,"18,759",0.04
대구광역시 북구 침산3동,1129,"18,758",0.04
서울특별시 동대문구 전농2동,1130,"18,749",0.04
울산광역시 동구 화정동,1131,"18,749",0.04
경상남도 함안군 칠원읍,1132,"18,734",0.04
충청북도 청주시 서원구 모충동,1133,"18,729",0.04
경기도 부천시 오정구 신흥동,1134,"18,716",0.04
부산광역시 남구 용호2동,1135,"18,711",0.04
서울특별시 강동구 성내1동,1136,"18,705",0.04
서울특별시 노원구 중계4동,1137,"18,693",0.04
서울특별시 동대문구 청량리동,1138,"18,682",0.04
인천광역시 남동구 장수서창동,1139,"18,682",0.04
경기도 광명시 하안3동,1140,"18,663",0.04
충청남도 서산시 부춘동,1141,"18,659",0.04
인천광역시 계양구 계산1동,1142,"18,658",0.04
서울특별시 강서구 등촌2동,1143,"18,643",0.04
서울특별시 용산구 한남동,1144,"18,625",0.04
대전광역시 대덕구 중리동,1145,"18,600",0.04
경기도 부천시 원미구 상동,1146,"18,595",0.04
서울특별시 마포구 망원1동,1147,"18,586",0.04
경기도 의정부시 장암동,1148,"18,547",0.04
경기도 부천시 소사구 심곡본1동,1149,"18,484",0.04
전북특별자치도 전주시 덕진구 호성동,1150,"18,479",0.04
경기도 고양시 일산서구 탄현2동,1151,"18,478",0.04
서울특별시 금천구 시흥5동,1152,"18,477",0.04
서울특별시 중랑구 중화1동,1153,"18,464",0.04
서울특별시 관악구 신원동,1154,"18,455",0.04
경상남도 창원시 의창구 동읍,1155,"18,452",0.04
서울특별시 마포구 성산1동,1156,"18,438",0.04
경기도 오산시 대원2동,1157,"18,417",0.04
경기도 안양시 동안구 호계2동,1158,"18,410",0.04
경기도 수원시 장안구 연무동,1159,"18,405",0.04
대전광역시 서구 둔산3동,1160,"18,389",0.04
경기도 부천시 소사구 심곡본동,1161,"18,381",0.04
서울특별시 은평구 신사2동,1162,"18,332",0.04
대구광역시 수성구 지산2동,1163,"18,330",0.04
세종특별자치시 세종시 보람동,1164,"18,295",0.04
서울특별시 영등포구 신길6동,1165,"18,292",0.04
경상북도 구미시 임오동,1166,"18,285",0.04
인천광역시 계양구 작전2동,1167,"18,276",0.04
강원특별자치도 원주시 명륜2동,1168,"18,267",0.04
대구광역시 달서구 상인2동,1169,"18,225",0.04
충청남도 서산시 동문1동,1170,"18,201",0.04
서울특별시 양천구 신월7동,1171,"18,195",0.04
부산광역시 부산진구 개금1동,1172,"18,188",0.04
충청남도 천안시 동남구 봉명동,1173,"18,175",0.04
충청남도 부여군 부여읍,1174,"18,159",0.04
경기도 고양시 일산서구 가좌동,1175,"18,136",0.04
경기도 포천시 선단동,1176,"18,136",0.04
부산광역시 금정구 구서1동,1177,"18,126",0.04
충청남도 천안시 서북구 성정1동,1178,"18,124",0.04
서울특별시 양천구 신정2동,1179,"18,122",0.04
경기도 시흥시 월곶동,1180,"18,118",0.03
서울특별시 도봉구 방학2동,1181,"18,111",0.03
울산광역시 울주군 청량읍,1182,"18,102",0.03
부산광역시 부산진구 가야2동,1183,"18,091",0.03
부산광역시 수영구 광안2동,1184,"18,085",0.03
경상남도 창원시 마산합포구 오동동,1185,"18,069",0.03
서울특별시 성북구 정릉3동,1186,"18,067",0.03
인천광역시 서구 가좌2동,1187,"18,065",0.03
경기도 안양시 동안구 호계1동,1188,"18,051",0.03
서울특별시 강남구 대치4동,1189,"18,049",0.03
대구광역시 달서구 송현1동,1190,"18,030",0.03
서울특별시 중랑구 묵2동,1191,"18,021",0.03
서울특별시 중랑구 면목4동,1192,"18,007",0.03
경상남도 양산시 덕계동,1193,"17,997",0.03
경기도 군포시 산본1동,1194,"17,981",0.03
강원특별자치도 춘천시 효자2동,1195,"17,959",0.03
인천광역시 계양구 계산3동,1196,"17,936",0.03
경기도 안양시 동안구 인덕원동,1197,"17,925",0.03
서울특별시 강북구 번1동,1198,"17,923",0.03
경기도 양평군 용문면,1199,"17,851",0.03
서울특별시 영등포구 양평1동,1200,"17,842",0.03
부산광역시 사하구 괴정1동,1201,"17,815",0.03
울산광역시 남구 신정1동,1202,"17,815",0.03
경기도 성남시 수정구 수진2동,1203,"17,801",0.03
서울특별시 성북구 정릉1동,1204,"17,800",0.03
서울특별시 영등포구 대림1동,1205,"17,791",0.03
경기도 연천군 전곡읍,1206,"17,781",0.03
서울특별시 송파구 송파2동,1207,"17,761",0.03
경상남도 사천시 사천읍,1208,"17,747",0.03
제주특별자치도 서귀포시 남원읍,1209,"17,733",0.03
경기도 하남시 덕풍2동,1210,"17,732",0.03
경기도 여주시 오학동,1211,"17,731",0.03
대구광역시 동구 혁신동,1212,"17,730",0.03
경상북도 구미시 진미동,1213,"17,724",0.03
서울특별시 은평구 증산동,1214,"17,717",0.03
경기도 남양주시 별내면,1215,"17,716",0.03
충청남도 천안시 서북구 쌍용3동,1216,"17,709",0.03
전라남도 순천시 도사동,1217,"17,704",0.03
강원특별자치도 삼척시 교동,1218,"17,667",0.03
경상남도 창원시 마산합포구 교방동,1219,"17,667",0.03
충청남도 보령시 대천4동,1220,"17,661",0.03
경기도 고양시 덕양구 능곡동,1221,"17,625",0.03
충청북도 청주시 흥덕구 옥산면,1222,"17,615",0.03
서울특별시 도봉구 쌍문2동,1223,"17,614",0.03
서울특별시 노원구 상계10동,1224,"17,608",0.03
경기도 용인시 수지구 죽전2동,1225,"17,588",0.03
부산광역시 남구 대연1동,1226,"17,570",0.03
대구광역시 동구 방촌동,1227,"17,565",0.03
인천광역시 미추홀구 주안4동,1228,"17,551",0.03
경기도 광주시 쌍령동,1229,"17,543",0.03
부산광역시 사하구 감천1동,1230,"17,542",0.03
서울특별시 마포구 망원2동,1231,"17,541",0.03
서울특별시 서대문구 홍제3동,1232,"17,536",0.03
부산광역시 북구 만덕3동,1233,"17,525",0.03
서울특별시 서초구 반포4동,1234,"17,522",0.03
인천광역시 미추홀구 학익2동,1235,"17,520",0.03
부산광역시 사하구 신평2동,1236,"17,515",0.03
경상남도 밀양시 내이동,1237,"17,503",0.03
서울특별시 도봉구 쌍문4동,1238,"17,497",0.03
대구광역시 북구 침산2동,1239,"17,481",0.03
충청북도 제천시 교동,1240,"17,478",0.03
경기도 부천시 원미구 원미1동,1241,"17,475",0.03
충청북도 청주시 흥덕구 복대2동,1242,"17,444",0.03
세종특별자치시 세종시 한솔동,1243,"17,426",0.03
전북특별자치도 전주시 덕진구 인후1동,1244,"17,425",0.03
울산광역시 중구 복산동,1245,"17,417",0.03
서울특별시 송파구 마천1동,1246,"17,413",0.03
충청북도 청주시 청원구 오근장동,1247,"17,362",0.03
서울특별시 영등포구 신길3동,1248,"17,339",0.03
서울특별시 송파구 오륜동,1249,"17,335",0.03
인천광역시 부평구 갈산2동,1250,"17,331",0.03
서울특별시 관악구 남현동,1251,"17,319",0.03
서울특별시 송파구 마천2동,1252,"17,309",0.03
인천광역시 남동구 간석1동,1253,"17,284",0.03
경기도 부천시 원미구 약대동,1254,"17,283",0.03
경기도 군포시 재궁동,1255,"17,279",0.03
전라남도 순천시 왕조2동,1256,"17,270",0.03
충청북도 청주시 청원구 내덕2동,1257,"17,254",0.03
서울특별시 금천구 독산4동,1258,"17,250",0.03
경기도 남양주시 금곡동,1259,"17,249",0.03
인천광역시 연수구 동춘3동,1260,"17,241",0.03
광주광역시 동구 지원2동,1261,"17,169",0.03
경상남도 함안군 가야읍,1262,"17,165",0.03
인천광역시 미추홀구 용현2동,1263,"17,156",0.03
대구광역시 북구 대현동,1264,"17,150",0.03
경기도 수원시 장안구 조원2동,1265,"17,137",0.03
경기도 김포시 대곶면,1266,"17,095",0.03
서울특별시 서초구 방배2동,1267,"17,091",0.03
인천광역시 연수구 동춘2동,1268,"17,085",0.03
대전광역시 대덕구 오정동,1269,"17,058",0.03
경기도 부천시 원미구 중4동,1270,"16,994",0.03
경기도 성남시 분당구 수내1동,1271,"16,992",0.03
부산광역시 북구 화명2동,1272,"16,990",0.03
경기도 고양시 덕양구 행주동,1273,"16,980",0.03
충청북도 음성군 음성읍,1274,"16,976",0.03
경기도 성남시 분당구 서현2동,1275,"16,954",0.03
경기도 성남시 수정구 태평1동,1276,"16,950",0.03
서울특별시 양천구 신월4동,1277,"16,948",0.03
경상남도 함양군 함양읍,1278,"16,947",0.03
대구광역시 수성구 범어3동,1279,"16,945",0.03
경기도 이천시 마장면,1280,"16,943",0.03
서울특별시 서대문구 북가좌1동,1281,"16,935",0.03
서울특별시 강서구 화곡2동,1282,"16,919",0.03
전라남도 완도군 완도읍,1283,"16,903",0.03
경기도 안산시 상록구 반월동,1284,"16,894",0.03
울산광역시 중구 우정동,1285,"16,892",0.03
경상남도 창원시 진해구 석동,1286,"16,889",0.03
충청북도 청주시 서원구 사창동,1287,"16,875",0.03
강원특별자치도 강릉시 강남동,1288,"16,864",0.03
대전광역시 중구 목동,1289,"16,814",0.03
서울특별시 서대문구 천연동,1290,"16,795",0.03
경기도 부천시 원미구 역곡1동,1291,"16,792",0.03
경기도 안양시 만안구 안양3동,1292,"16,790",0.03
부산광역시 해운대구 좌1동,1293,"16,766",0.03
경기도 성남시 중원구 중앙동,1294,"16,733",0.03
서울특별시 용산구 원효로1동,1295,"16,714",0.03
경기도 수원시 팔달구 우만2동,1296,"16,713",0.03
광주광역시 남구 효덕동,1297,"16,705",0.03
부산광역시 금정구 부곡2동,1298,"16,699",0.03
대전광역시 동구 자양동,1299,"16,673",0.03
부산광역시 남구 대연5동,1300,"16,659",0.03
충청북도 청주시 흥덕구 강서2동,1301,"16,649",0.03
대구광역시 달서구 송현2동,1302,"16,644",0.03
인천광역시 남동구 만수3동,1303,"16,640",0.03
대구광역시 달서구 장기동,1304,"16,567",0.03
부산광역시 동래구 사직3동,1305,"16,564",0.03
서울특별시 마포구 염리동,1306,"16,559",0.03
부산광역시 연제구 연산5동,1307,"16,547",0.03
경기도 오산시 초평동,1308,"16,544",0.03
경상북도 포항시 남구 해도동,1309,"16,507",0.03
인천광역시 부평구 산곡4동,1310,"16,505",0.03
서울특별시 성북구 보문동,1311,"16,499",0.03
충청남도 당진시 당진3동,1312,"16,496",0.03
전북특별자치도 정읍시 수성동,1313,"16,490",0.03
서울특별시 마포구 대흥동,1314,"16,483",0.03
인천광역시 서구 가정2동,1315,"16,481",0.03
부산광역시 영도구 청학2동,1316,"16,477",0.03
서울특별시 종로구 평창동,1317,"16,475",0.03
서울특별시 구로구 항동,1318,"16,469",0.03
서울특별시 강동구 암사3동,1319,"16,462",0.03
강원특별자치도 춘천시 동내면,1320,"16,439",0.03
부산광역시 사상구 주례1동,1321,"16,409",0.03
대구광역시 서구 평리4동,1322,"16,368",0.03
경상남도 사천시 사남면,1323,"16,366",0.03
대구광역시 수성구 수성1가동,1324,"16,349",0.03
전북특별자치도 남원시 도통동,1325,"16,349",0.03
경기도 이천시 창전동,1326,"16,346",0.03
서울특별시 강동구 명일2동,1327,"16,318",0.03
전라남도 여수시 여서동,1328,"16,313",0.03
인천광역시 미추홀구 숭의1·3동,1329,"16,294",0.03
충청남도 계룡시 엄사면,1330,"16,293",0.03
충청남도 서산시 성연면,1331,"16,278",0.03
경기도 성남시 분당구 야탑1동,1332,"16,261",0.03
서울특별시 서대문구 남가좌1동,1333,"16,260",0.03
경상북도 포항시 북구 양학동,1334,"16,257",0.03
인천광역시 부평구 부평2동,1335,"16,254",0.03
전라남도 목포시 용해동,1336,"16,254",0.03
인천광역시 부평구 부평6동,1337,"16,250",0.03
서울특별시 도봉구 쌍문3동,1338,"16,233",0.03
충청남도 서산시 수석동,1339,"16,229",0.03
전북특별자치도 전주시 덕진구 여의동,1340,"16,206",0.03
대구광역시 중구 남산4동,1341,"16,161",0.03
부산광역시 북구 만덕1동,1342,"16,124",0.03
울산광역시 중구 반구1동,1343,"16,124",0.03
울산광역시 북구 강동동,1344,"16,117",0.03
경기도 화성시 기배동,1345,"16,111",0.03
경상남도 창녕군 창녕읍,1346,"16,105",0.03
서울특별시 성동구 왕십리2동,1347,"16,103",0.03
부산광역시 부산진구 부암3동,1348,"16,095",0.03
대전광역시 서구 관저1동,1349,"16,083",0.03
전라남도 목포시 신흥동,1350,"16,079",0.03
경기도 안양시 만안구 안양9동,1351,"16,063",0.03
경기도 성남시 분당구 정자3동,1352,"16,051",0.03
서울특별시 동대문구 휘경1동,1353,"16,041",0.03
서울특별시 서초구 내곡동,1354,"16,026",0.03
경상남도 창원시 마산회원구 석전동,1355,"16,024",0.03
대구광역시 달서구 월성2동,1356,"15,996",0.03
서울특별시 강남구 개포3동,1357,"15,994",0.03
부산광역시 남구 문현3동,1358,"15,980",0.03
서울특별시 성동구 사근동,1359,"15,965",0.03
인천광역시 부평구 부개1동,1360,"15,965",0.03
경기도 이천시 중리동,1361,"15,950",0.03
서울특별시 성북구 동선동,1362,"15,932",0.03
서울특별시 마포구 합정동,1363,"15,917",0.03
